0,4,4,5,5,5,5,5,5,5,5,5,5,5,5
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,1,1,1,1,1,1,1,1,5,5,5,5,5,5
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,5,5,5,5,5,5,9,9,9,9,9,9,9,9
2,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,2,2,2,2,2,2,2,2,2,2,2
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,2,2,2,2,2,2,2,6,6,6,6,6,6,6
0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,5,5,5,5,5,5,5,5,5
0,0,0,5,5,5,5,5,5,5,5,5,5,5,5
0,4,4,8,8,8,8,8,8,8,8,8,8,8,8
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,9,9,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,6,6,6,6,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,8,8,8,8,8,8,8,9,9,9,9,9,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,9,9,9,9,9,9
0,0,0,0,0,0,0,0,3,3,3,3,3,3,3
0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,3,3,3,4,4,4,4,4,4,4,4
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
0,8,8,8,8,8,8,10,10,10,10,10,10,10,10
0,8,8,8,8,8,8,8,8,9,9,9,9,9,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10,10,10,10,10,12,12,12,12,12,12,12,12,12,12
4,5,5,8,8,8,13,13,13,13,13,13,13,13,13
0,0,2,2,2,5,5,5,5,5,5,5,5,5,5
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
0,0,0,0,0,0,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,3,3,3,3,3,3,3
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,3,3,3,3,3,3,7,7,7,7,7,7,7,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,12,12,12,12,12,12,12,12,12,12,12,12,12,12
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,2,2,2,2,2,3,3,3,3,3,3,3
0,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,4,4,4,4,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,6,6,6,6,6,6,6,6
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,6,6,6,6,6,6,6,6,6,6,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,4,4,4,8,8,8,8,8,8,8,8,8,8,8
5,5,5,5,5,5,5,5,5,5,10,10,10,10,10
0,6,6,6,6,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,9,9,9,9,9,9,9,9,9,9,9,9,9
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,1,1,9,9,9,9,9,9,9,9,9,9,9,9
0,0,0,0,0,7,7,7,7,7,7,7,7,7,7
0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,5,5,5,5,5,5,5,12,12,12,12,12,12,12
0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,8,8,8,8,10,10,10,10,10,10,10,10,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,3,3,3,3,3,3,6,6,6,6,6
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,1,2,2,2,2,2,2,2
0,10,10,10,10,10,10,10,10,10,10,15,15,15,15
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
0,10,10,10,10,10,10,10,10,10,10,10,10,10,10
0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
